年份,地区,国家,对外直接投资:截至累计
2003,亚洲,塔吉克,5.12
2003,亚洲,泰国,150.77
2003,亚洲,土耳其,1.53
2003,亚洲,土库曼,0.2
2003,亚洲,文莱,0.13
2003,亚洲,乌兹别克,3.27
2003,亚洲,香港特别行政区 (中国),24632.26
2003,亚洲,新加坡,164.83
2003,亚洲,也门共和国,12.76
2003,亚洲,伊拉克,436.96
2003,亚洲,伊朗,22.15
2003,亚洲,以色列,0.32
2003,亚洲,印度,0.96
2003,亚洲,印度尼西亚,54.26
2003,亚洲,约旦,1
2003,亚洲,越南,28.73
2004,北美洲,百慕大群岛,185.22
2004,北美洲,加拿大,58.79
2004,北美洲,美国,665.2
2004,大洋洲,澳大利亚,494.58
2004,大洋洲,巴布亚新几内亚,3.31
2004,大洋洲,斐济,1.77
2004,大洋洲,密克罗尼西亚联邦,0.34
2004,大洋洲,帕劳共和国,0.1
2004,大洋洲,其他国家地区,6.67
2004,大洋洲,萨摩亚,0.9
2004,大洋洲,汤加,3.03
2004,大洋洲,瓦努阿图,0.03
2004,大洋洲,新西兰,33.22
2004,非洲,阿尔及利亚,34.49
2004,非洲,埃及,14.28
2004,非洲,埃塞俄比亚,7.87
2004,非洲,安哥拉,0.47
2004,非洲,贝宁,20.51
2004,非洲,博茨瓦纳,3.8
2004,非洲,布隆迪,0.02
2004,非洲,赤道几内亚,10.21
2004,非洲,多哥,6.24
2004,非洲,厄立特里亚,0.12
2004,非洲,佛得角,0.01
2004,非洲,冈比亚,0.2
2004,非洲,刚果,5.65
2004,非洲,吉布提,0.4
2004,非洲,几内亚,25.77
2004,非洲,加纳,6.31
2004,非洲,加蓬,31.27
2004,非洲,津巴布韦,38.06
2004,非洲,喀麦隆,6.98
2004,非洲,科摩罗,0.01
2004,非洲,科特迪瓦共和国,14.1
2004,非洲,肯尼亚,28.46
2004,非洲,莱索托,0.03
2004,非洲,利比里亚,6.38
2004,非洲,利比亚,0.87
2004,非洲,卢旺达,3.3
2004,非洲,马达加斯加,40.63
2004,非洲,马拉维,0.72
2004,非洲,马里,13.16
2004,非洲,毛里求斯,12.63
2004,非洲,毛里塔尼亚,2.13
2004,非洲,民主刚果,15.69
2004,非洲,摩洛哥,9.06
2004,非洲,莫桑比克,5.6
2004,非洲,纳米比亚,2.21
2004,非洲,南非,58.87
2004,非洲,尼日尔,14.03
2004,非洲,尼日利亚,75.61
2004,非洲,塞拉利昂,5.74
2004,非洲,塞内加尔,2.58
2004,非洲,塞舌尔,0.42
2004,非洲,苏丹,171.61
2004,非洲,坦桑尼亚,53.8
2004,非洲,突尼斯,1.28
2004,非洲,乌干达,0.23
2004,非洲,赞比亚,147.75
2004,拉丁美洲,阿根廷,19.27
2004,拉丁美洲,安提瓜和巴布达,0.2
2004,拉丁美洲,巴巴多斯,1.87
2004,拉丁美洲,巴哈马,80.1
2004,拉丁美洲,巴拿马,0.41
2004,拉丁美洲,巴西,79.22
2004,拉丁美洲,厄瓜多尔,2.19
2004,拉丁美洲,哥伦比亚,6.72
2004,拉丁美洲,古巴,14.85
2004,拉丁美洲,圭亚那,12.86
2004,拉丁美洲,洪都拉斯,5.61
2004,拉丁美洲,开曼群岛,6659.91
2004,拉丁美洲,秘鲁,125.82
2004,拉丁美洲,墨西哥,125.29
2004,拉丁美洲,圣文森特和格林纳丁斯,5.6
2004,拉丁美洲,苏里南,10.25
2004,拉丁美洲,委内瑞拉,26.78
2004,拉丁美洲,乌拉圭,0.55
2004,拉丁美洲,英属维尔京群岛,1089.38
2004,拉丁美洲,智利,1.48
2004,欧洲,阿塞拜疆,3.71
2004,欧洲,爱尔兰,0.04
2004,欧洲,奥地利,0.7
2004,欧洲,保加利亚,1.46
2004,欧洲,比利时,1.64
2004,欧洲,波兰,2.87
2004,欧洲,波斯尼亚—黑塞哥维那,4.01
2004,欧洲,丹麦,67.2
2004,欧洲,德国,129.21
2004,欧洲,俄罗斯,123.48
2004,欧洲,法国,21.68
2004,欧洲,格鲁吉亚,4.84
2004,欧洲,荷兰,8.97
2004,欧洲,捷克,1.11
2004,欧洲,拉脱维亚,1.61
2004,欧洲,罗马尼亚,31.1
2004,欧洲,马耳他,0.37
2004,欧洲,葡萄牙,0.2
2004,欧洲,瑞典,6.44
2004,欧洲,瑞士,1.86
2004,欧洲,斯洛伐克,0.1
2004,欧洲,乌克兰,1.31
2004,欧洲,西班牙,127.67
2004,欧洲,希腊,0.35
2004,欧洲,匈牙利,5.42
2004,欧洲,意大利,20.84
2004,欧洲,英国,108.46
2004,亚洲,阿富汗,0.45
2004,亚洲,阿拉伯联合酋长国,46.56
2004,亚洲,阿曼,0.01
2004,亚洲,澳门特别行政区 (中国),624.83
2004,亚洲,巴基斯坦,36.45
2004,亚洲,巴勒斯坦,0.61
2004,亚洲,巴林,0.15
2004,亚洲,朝鲜,21.74
2004,亚洲,东帝汶,0.1
2004,亚洲,菲律宾,9.8
2004,亚洲,哈萨克斯坦,24.78
2004,亚洲,韩国,561.92
2004,亚洲,吉尔吉斯,19.26
2004,亚洲,柬埔寨,89.89
2004,亚洲,卡塔尔,2.7
2004,亚洲,科威特,2.53
2004,亚洲,老挝,15.42
2004,亚洲,黎巴嫩,0.02
2004,亚洲,马来西亚,123.24
2004,亚洲,蒙古,75.95
2004,亚洲,孟加拉国,8.66
2004,亚洲,缅甸,20.18
2004,亚洲,尼泊尔,3.32
2004,亚洲,日本,139.49
2004,亚洲,沙特阿拉伯,2.09
2004,亚洲,斯里兰卡,6.79
2004,亚洲,塔吉克,21.54
2004,亚洲,泰国,181.88
2004,亚洲,土耳其,2.89
2004,亚洲,土库曼,0.2
2004,亚洲,文莱,0.13
2004,亚洲,乌兹别克,4.23
2004,亚洲,香港特别行政区 (中国),30392.89
2004,亚洲,新加坡,233.09
2004,亚洲,叙利亚,0.33
2004,亚洲,也门共和国,31.02
2004,亚洲,伊拉克,434.87
2004,亚洲,伊朗,46.68
2004,亚洲,以色列,0.32
2004,亚洲,印度,4.55
2004,亚洲,印度尼西亚,121.75
2004,亚洲,约旦,5.92
2004,亚洲,越南,160.32
2005,北美洲,百慕大群岛,337.26
2005,北美洲,加拿大,103.29
2005,北美洲,美国,822.68
2005,大洋洲,澳大利亚,587.46
2005,大洋洲,巴布亚新几内亚,8.43
2005,大洋洲,斐济,9.55
2005,大洋洲,密克罗尼西亚联邦,0.5
2005,大洋洲,萨摩亚,0.9
2005,大洋洲,汤加,5.54
2005,大洋洲,瓦努阿图,2.73
2005,大洋洲,新西兰,35.18
2005,非洲,阿尔及利亚,171.21
2005,非洲,埃及,39.8
2005,非洲,埃塞俄比亚,29.82
2005,非洲,安哥拉,8.79
2005,非洲,贝宁,19
2005,非洲,博茨瓦纳,18.12
2005,非洲,赤道几内亚,16.56
2005,非洲,多哥,4.78
2005,非洲,厄立特里亚,0.12
2005,非洲,佛得角,0.6
2005,非洲,冈比亚,1.19
2005,非洲,刚果,13.32
2005,非洲,吉布提,0.4
2005,非洲,几内亚,44.22
2005,非洲,加纳,7.33
2005,非洲,加蓬,35.36
2005,非洲,津巴布韦,41.63
2005,非洲,喀麦隆,7.87
2005,非洲,科摩罗,0.01
2005,非洲,科特迪瓦共和国,29.11
2005,非洲,肯尼亚,58.25
2005,非洲,莱索托,0.6
2005,非洲,利比里亚,15.95
2005,非洲,利比亚,33.06
2005,非洲,卢旺达,4.72
2005,非洲,马达加斯加,49.94
2005,非洲,马拉维,0.73
2005,非洲,马里,13.28
2005,非洲,毛里求斯,26.81
2005,非洲,毛里塔尼亚,2.4
2005,非洲,民主刚果,25.11
2005,非洲,摩洛哥,20.59
2005,非洲,莫桑比克,14.68
2005,非洲,纳米比亚,2.36
2005,非洲,南非,112.28
2005,非洲,尼日尔,20.44
2005,非洲,尼日利亚,94.11
2005,非洲,塞拉利昂,18.45
2005,非洲,塞内加尔,2.35
2005,非洲,塞舌尔,4.19
2005,非洲,苏丹,351.53
2005,非洲,坦桑尼亚,62.02
2005,非洲,突尼斯,2.15
2005,非洲,乌干达,4.97
2005,非洲,赞比亚,160.31
2005,非洲,乍得,2.71
2005,非洲,中非,2
2005,拉丁美洲,阿根廷,4.22
2005,拉丁美洲,安提瓜和巴布达,0.4
2005,拉丁美洲,巴巴多斯,1.65
2005,拉丁美洲,巴哈马,14.69
2005,拉丁美洲,巴拿马,34.77
2005,拉丁美洲,巴西,81.39
2005,拉丁美洲,玻利维亚,0.08
2005,拉丁美洲,厄瓜多尔,18.12
2005,拉丁美洲,哥伦比亚,7.36
2005,拉丁美洲,古巴,33.59
2005,拉丁美洲,圭亚那,5.6
2005,拉丁美洲,洪都拉斯,5.28
2005,拉丁美洲,开曼群岛,8935.59
2005,拉丁美洲,秘鲁,129.22
2005,拉丁美洲,墨西哥,141.86
2005,拉丁美洲,圣文森特和格林纳丁斯,12.27
2005,拉丁美洲,苏里南,13.02
2005,拉丁美洲,委内瑞拉,42.65
2005,拉丁美洲,乌拉圭,0.56
2005,拉丁美洲,英属维尔京群岛,1983.58
2005,拉丁美洲,智利,3.71
2005,欧洲,阿尔巴尼亚,0.5
2005,欧洲,阿塞拜疆,2.65
2005,欧洲,爱尔兰,0.04
2005,欧洲,爱沙尼亚,1.26
2005,欧洲,奥地利,0.07
2005,欧洲,白俄罗斯,0.29
2005,欧洲,保加利亚,2.99
2005,欧洲,比利时,2.34
2005,欧洲,冰岛,1.1
2005,欧洲,波兰,12.39
2005,欧洲,波斯尼亚—黑塞哥维那,3.51
2005,欧洲,丹麦,96.59
2005,欧洲,德国,268.35
2005,欧洲,俄罗斯,465.57
2005,欧洲,法国,33.82
2005,欧洲,芬兰,0.9
2005,欧洲,格鲁吉亚,22.15
2005,欧洲,荷兰,14.95
2005,欧洲,捷克,1.38
2005,欧洲,克罗地亚,0.75
2005,欧洲,拉脱维亚,1.61
2005,欧洲,立陶宛,3.93
2005,欧洲,罗马尼亚,39.43
2005,欧洲,马耳他,1.37
2005,欧洲,马其顿,0.2
2005,欧洲,摩尔多瓦,0.78
2005,欧洲,瑞典,22.46
2005,欧洲,瑞士,2.45
2005,欧洲,塞尔维亚和黑山,2
2005,欧洲,斯洛伐克,0.1
2005,欧洲,斯洛文尼亚,0.12
2005,欧洲,乌克兰,2.78
2005,欧洲,西班牙,130.12
2005,欧洲,希腊,0.35
2005,欧洲,匈牙利,2.81
2005,欧洲,亚美尼亚,1.25
2005,欧洲,意大利,21.6
2005,欧洲,英国,107.97
2005,亚洲,阿富汗,0.45
2005,亚洲,阿拉伯联合酋长国,144.53
2005,亚洲,阿曼,6.53
2005,亚洲,澳门特别行政区 (中国),598.7
2005,亚洲,巴基斯坦,188.81
2005,亚洲,巴林,1.99
2005,亚洲,朝鲜,31.04
2005,亚洲,东帝汶,0.1
2005,亚洲,菲律宾,19.35
2005,亚洲,哈萨克斯坦,245.24
2005,亚洲,韩国,882.22
2005,亚洲,吉尔吉斯,45.06
2005,亚洲,柬埔寨,76.84
2005,亚洲,卡塔尔,2.7
2005,亚洲,科威特,1.23
2005,亚洲,老挝,32.87
2005,亚洲,黎巴嫩,0.17
2005,亚洲,马来西亚,186.83
2005,亚洲,蒙古,130.63
2005,亚洲,孟加拉国,32.96
2005,亚洲,缅甸,23.59
2005,亚洲,尼泊尔,2.99
2005,亚洲,日本,150.7
2005,亚洲,塞浦路斯,1.06
2005,亚洲,沙特阿拉伯,58.45
2005,亚洲,斯里兰卡,15.43
2005,亚洲,塔吉克,22.79
2005,亚洲,泰国,219.18
2005,亚洲,土耳其,4.23
2005,亚洲,土库曼,0.2
2005,亚洲,文莱,1.9
2005,亚洲,乌兹别克,11.98
2005,亚洲,香港特别行政区 (中国),36507.08
2005,亚洲,新加坡,325.48
2005,亚洲,叙利亚,3.76
2005,亚洲,也门共和国,77.77
2005,亚洲,伊拉克,434.87
2005,亚洲,伊朗,56.08
2005,亚洲,以色列,6.32
2005,亚洲,印度,14.62
2005,亚洲,印度尼西亚,140.93
2005,亚洲,约旦,17.47
2005,亚洲,越南,229.18
2006,北美洲,百慕大群岛,208.43
2006,北美洲,加拿大,140.72
2006,北美洲,美国,1237.87
2006,大洋洲,澳大利亚,794.35
2006,大洋洲,巴布亚新几内亚,61.3
2006,大洋洲,斐济,18.67
2006,大洋洲,马绍尔群岛共和国,2
2006,大洋洲,密克罗尼西亚联邦,1.16
2006,大洋洲,萨摩亚,0.9
2006,大洋洲,汤加,7.11
2006,大洋洲,瓦努阿图,2.73
2006,大洋洲,新西兰,51.27
2006,非洲,阿尔及利亚,247.37
2006,非洲,埃及,100.43
2006,非洲,埃塞俄比亚,95.6
2006,非洲,安哥拉,37.23
2006,非洲,贝宁,22.12
2006,非洲,博茨瓦纳,25.52
2006,非洲,布隆迪,1.65
2006,非洲,赤道几内亚,30.44
2006,非洲,多哥,11.72
2006,非洲,厄立特里亚,6.63
2006,非洲,佛得角,1.65
2006,非洲,冈比亚,1.19
2006,非洲,刚果,62.9
2006,非洲,吉布提,0.6
2006,非洲,几内亚,54.63
2006,非洲,加纳,8.09
2006,非洲,加蓬,51.28
2006,非洲,津巴布韦,46.15
2006,非洲,喀麦隆,16.46
2006,非洲,科摩罗,4.05
2006,非洲,科特迪瓦共和国,25.04
2006,非洲,肯尼亚,46.23
2006,非洲,莱索托,7.6
2006,非洲,利比里亚,29.51
2006,非洲,利比亚,28.57
2006,非洲,卢旺达,7.71
2006,非洲,马达加斯加,54.34
2006,非洲,马拉维,0.96
2006,非洲,马里,19.83
2006,非洲,毛里求斯,51.16
2006,非洲,毛里塔尼亚,20.12
2006,非洲,民主刚果,37.61
2006,非洲,摩洛哥,27.01
2006,非洲,莫桑比克,14.68
2006,非洲,纳米比亚,6.43
2006,非洲,南非,167.62
2006,非洲,尼日尔,32.99
2006,非洲,尼日利亚,215.94
2006,非洲,塞拉利昂,14.89
2006,非洲,塞内加尔,4.15
2006,非洲,塞舌尔,6.46
2006,非洲,苏丹,497.13
2006,非洲,坦桑尼亚,111.93
2006,非洲,突尼斯,3.91
2006,非洲,乌干达,14.67
2006,非洲,赞比亚,267.86
2006,非洲,乍得,12.78
2006,非洲,中非,3.98
2006,拉丁美洲,阿根廷,11.34
2006,拉丁美洲,安提瓜和巴布达,1.25
2006,拉丁美洲,巴巴多斯,2.01
2006,拉丁美洲,巴哈马,17.52
2006,拉丁美洲,巴拿马,36.92
2006,拉丁美洲,巴西,130.41
2006,拉丁美洲,玻利维亚,21.06
2006,拉丁美洲,伯利兹,0.02
2006,拉丁美洲,多米尼克,0.7
2006,拉丁美洲,厄瓜多尔,39.04
2006,拉丁美洲,哥伦比亚,5.7
2006,拉丁美洲,格林纳达,4.03
2006,拉丁美洲,古巴,59.91
2006,拉丁美洲,圭亚那,8.6
2006,拉丁美洲,洪都拉斯,5.28
2006,拉丁美洲,开曼群岛,14209.19
2006,拉丁美洲,秘鲁,130.4
2006,拉丁美洲,墨西哥,128.61
2006,拉丁美洲,圣文森特和格林纳丁斯,14.92
2006,拉丁美洲,苏里南,32.21
2006,拉丁美洲,特立尼达和多巴哥,0.8
2006,拉丁美洲,委内瑞拉,71.58
2006,拉丁美洲,乌拉圭,1.63
2006,拉丁美洲,牙买加,0.02
2006,拉丁美洲,英属维尔京群岛,4750.4
2006,拉丁美洲,智利,10.84
2006,欧洲,阿尔巴尼亚,0.51
2006,欧洲,阿塞拜疆,10.92
2006,欧洲,爱尔兰,25.3
2006,欧洲,爱沙尼亚,1.26
2006,欧洲,奥地利,0.32
2006,欧洲,白俄罗斯,0.29
2006,欧洲,保加利亚,4.74
2006,欧洲,比利时,2.67
2006,欧洲,冰岛,0.05
2006,欧洲,波兰,87.18
2006,欧洲,波斯尼亚—黑塞哥维那,3.51
2006,欧洲,丹麦,36.48
2006,欧洲,德国,472.03
2006,欧洲,俄罗斯,929.76
2006,欧洲,法国,44.88
2006,欧洲,芬兰,0.93
2006,欧洲,格鲁吉亚,32.09
2006,欧洲,荷兰,20.43
2006,欧洲,捷克,14.67
2006,欧洲,克罗地亚,0.75
2006,欧洲,拉脱维亚,2.31
2006,欧洲,立陶宛,3.93
2006,欧洲,罗马尼亚,65.63
2006,欧洲,马耳他,1.97
2006,欧洲,马其顿,0.2
2006,欧洲,摩尔多瓦,0.78
2006,欧洲,挪威,0.16
2006,欧洲,葡萄牙,0.2
2006,欧洲,瑞典,20.02
2006,欧洲,瑞士,7.58
2006,欧洲,塞尔维亚和黑山,2
2006,欧洲,斯洛伐克,0.1
2006,欧洲,斯洛文尼亚,1.4
2006,欧洲,乌克兰,6.54
2006,欧洲,西班牙,136.72
2006,欧洲,希腊,0.35
2006,欧洲,匈牙利,53.65
2006,欧洲,亚美尼亚,1.25
2006,欧洲,意大利,74.41
2006,欧洲,英国,201.87
2006,亚洲,阿富汗,0.67
2006,亚洲,阿拉伯联合酋长国,144.63
2006,亚洲,阿曼,33.87
2006,亚洲,澳门特别行政区 (中国),612.47
2006,亚洲,巴基斯坦,148.24
2006,亚洲,巴林,0.27
2006,亚洲,朝鲜,45.55
2006,亚洲,东帝汶,0.45
2006,亚洲,菲律宾,21.85
2006,亚洲,哈萨克斯坦,276.24
2006,亚洲,韩国,949.24
2006,亚洲,吉尔吉斯,124.76
2006,亚洲,柬埔寨,103.66
2006,亚洲,卡塔尔,8.48
2006,亚洲,科威特,6.31
2006,亚洲,老挝,96.07
2006,亚洲,黎巴嫩,0.44
2006,亚洲,马来西亚,196.96
2006,亚洲,蒙古,314.67
2006,亚洲,孟加拉国,39.66
2006,亚洲,缅甸,163.12
2006,亚洲,尼泊尔,3.59
2006,亚洲,日本,223.98
2006,亚洲,塞浦路斯,1.06
2006,亚洲,沙特阿拉伯,272.84
2006,亚洲,斯里兰卡,8.46
2006,亚洲,塔吉克,30.28
2006,亚洲,台湾省,0.2
2006,亚洲,泰国,232.67
2006,亚洲,土耳其,10.38
2006,亚洲,土库曼,0.16
2006,亚洲,文莱,1.9
2006,亚洲,乌兹别克,14.97
2006,亚洲,香港特别行政区 (中国),42269.91
2006,亚洲,新加坡,468.01
2006,亚洲,叙利亚,16.81
2006,亚洲,也门共和国,63.76
2006,亚洲,伊拉克,436.18
2006,亚洲,伊朗,110.59
2006,亚洲,以色列,8.65
2006,亚洲,印度,25.83
2006,亚洲,印度尼西亚,225.51
2006,亚洲,约旦,11.06
2006,亚洲,越南,253.63
2007,北美洲,百慕大群岛,105.84
2007,北美洲,加拿大,1254.52
2007,北美洲,美国,1880.53
2007,大洋洲,澳大利亚,1444.01
2007,大洋洲,巴布亚新几内亚,258.11
2007,大洋洲,斐济,22.42
2007,大洋洲,马绍尔群岛共和国,36.16
2007,大洋洲,密克罗尼西亚联邦,7.41
2007,大洋洲,帕劳共和国,0.5
2007,大洋洲,萨摩亚,0.78
2007,大洋洲,汤加,7.11
2007,大洋洲,瓦努阿图,2.73
2007,大洋洲,新西兰,51.17
2007,非洲,阿尔及利亚,393.89
2007,非洲,埃及,131.6
2007,非洲,埃塞俄比亚,108.88
2007,非洲,安哥拉,78.46
2007,非洲,贝宁,35.6
2007,非洲,博茨瓦纳,43.39
2007,非洲,布隆迪,1.65
2007,非洲,赤道几内亚,44.63
2007,非洲,多哥,14.42
2007,非洲,厄立特里亚,7.22
2007,非洲,佛得角,4.65
2007,非洲,冈比亚,1.19
2007,非洲,刚果,65.4
2007,非洲,吉布提,1.6
2007,非洲,几内亚,69.97
2007,非洲,加纳,41.87
2007,非洲,加蓬,55.59
2007,非洲,津巴布韦,59.15
2007,非洲,喀麦隆,18.51
2007,非洲,科摩罗,4.05
2007,非洲,科特迪瓦共和国,28.18
2007,非洲,肯尼亚,55.13
2007,非洲,莱索托,7.6
2007,非洲,利比里亚,29.78
2007,非洲,利比亚,70.83
2007,非洲,卢旺达,7.3
2007,非洲,马达加斯加,76.01
2007,非洲,马拉维,1.16
2007,非洲,马里,32.22
2007,非洲,毛里求斯,115.9
2007,非洲,毛里塔尼亚,15.14
2007,非洲,民主刚果,104.4
2007,非洲,摩洛哥,29.65
2007,非洲,莫桑比克,34.24
2007,非洲,纳米比亚,7.24
2007,非洲,南非,702.37
2007,非洲,尼日尔,134.53
2007,非洲,尼日利亚,630.32
2007,非洲,塞拉利昂,32.28
2007,非洲,塞内加尔,4.39
2007,非洲,塞舌尔,6.55
2007,非洲,苏丹,574.85
2007,非洲,坦桑尼亚,110.92
2007,非洲,突尼斯,3.57
2007,非洲,乌干达,18.68
2007,非洲,赞比亚,429.36
2007,非洲,乍得,13.53
2007,非洲,中非,3.98
2007,拉丁美洲,阿根廷,157.19
2007,拉丁美洲,安提瓜和巴布达,1.25
2007,拉丁美洲,巴巴多斯,2.42
2007,拉丁美洲,巴哈马,56.51
2007,拉丁美洲,巴拿马,55.31
2007,拉丁美洲,巴西,189.55
2007,拉丁美洲,玻利维亚,23.03
2007,拉丁美洲,伯利兹,0.02
2007,拉丁美洲,多米尼克,0.7
2007,拉丁美洲,厄瓜多尔,49.18
2007,拉丁美洲,哥伦比亚,6.77
2007,拉丁美洲,格林纳达,7.53
2007,拉丁美洲,古巴,66.49
2007,拉丁美洲,圭亚那,68.6
2007,拉丁美洲,洪都拉斯,0.9
2007,拉丁美洲,开曼群岛,16810.68
2007,拉丁美洲,秘鲁,137.11
2007,拉丁美洲,墨西哥,151.44
2007,拉丁美洲,圣文森特和格林纳丁斯,20.8
2007,拉丁美洲,苏里南,65.28
2007,拉丁美洲,特立尼达和多巴哥,0.8
2007,拉丁美洲,委内瑞拉,143.88
2007,拉丁美洲,乌拉圭,2.11
2007,拉丁美洲,牙买加,0.02
2007,拉丁美洲,英属维尔京群岛,6626.54
2007,拉丁美洲,智利,56.8
2007,欧洲,阿尔巴尼亚,0.51
2007,欧洲,阿塞拜疆,10.19
2007,欧洲,爱尔兰,29.23
2007,欧洲,爱沙尼亚,1.26
2007,欧洲,奥地利,4.04
2007,欧洲,白俄罗斯,0.29
2007,欧洲,保加利亚,4.74
2007,欧洲,比利时,33.98
2007,欧洲,冰岛,0.05
2007,欧洲,波兰,98.93
2007,欧洲,波斯尼亚—黑塞哥维那,3.51
2007,欧洲,丹麦,36.75
2007,欧洲,德国,845.41
2007,欧洲,俄罗斯,1421.51
2007,欧洲,法国,126.81
2007,欧洲,芬兰,0.94
2007,欧洲,格鲁吉亚,42.93
2007,欧洲,荷兰,138.76
2007,欧洲,黑山,0.32
2007,欧洲,捷克,19.64
2007,欧洲,克罗地亚,7.84
2007,欧洲,拉脱维亚,0.57
2007,欧洲,立陶宛,3.93
2007,欧洲,列支敦士登,0.28
2007,欧洲,卢森堡,67.02
2007,欧洲,罗马尼亚,72.88
2007,欧洲,马耳他,1.87
2007,欧洲,马其顿,0.2
2007,欧洲,摩尔多瓦,0.78
2007,欧洲,挪威,3.75
2007,欧洲,葡萄牙,1.71
2007,欧洲,瑞典,146.93
2007,欧洲,瑞士,8.88
2007,欧洲,塞尔维亚,2
2007,欧洲,斯洛伐克,5.1
2007,欧洲,斯洛文尼亚,1.4
2007,欧洲,乌克兰,13.51
2007,欧洲,西班牙,142.85
2007,欧洲,希腊,0.38
2007,欧洲,匈牙利,78.17
2007,欧洲,亚美尼亚,1.25
2007,欧洲,意大利,127.13
2007,欧洲,英国,950.31
2007,亚洲,阿富汗,0.77
2007,亚洲,阿拉伯联合酋长国,234.31
2007,亚洲,阿曼,37.17
2007,亚洲,澳门特别行政区 (中国),910.67
2007,亚洲,巴基斯坦,1068.19
2007,亚洲,巴林,0.75
2007,亚洲,朝鲜,67.13
2007,亚洲,东帝汶,0.45
2007,亚洲,菲律宾,43.04
2007,亚洲,哈萨克斯坦,609.93
2007,亚洲,韩国,1214.14
2007,亚洲,吉尔吉斯,139.75
2007,亚洲,柬埔寨,168.11
2007,亚洲,卡塔尔,39.79
2007,亚洲,科威特,0.51
2007,亚洲,老挝,302.22
2007,亚洲,黎巴嫩,0.44
2007,亚洲,马来西亚,274.63
2007,亚洲,蒙古,592.17
2007,亚洲,孟加拉国,43.3
2007,亚洲,缅甸,261.77
2007,亚洲,尼泊尔,8.66
2007,亚洲,日本,558.27
2007,亚洲,塞浦路斯,1.36
2007,亚洲,沙特阿拉伯,404.03
2007,亚洲,斯里兰卡,7.74
2007,亚洲,塔吉克,98.99
2007,亚洲,台湾省,0.15
2007,亚洲,泰国,378.62
2007,亚洲,土耳其,11.99
2007,亚洲,土库曼,1.42
2007,亚洲,文莱,4.38
2007,亚洲,乌兹别克,30.82
2007,亚洲,香港特别行政区 (中国),68781.32
2007,亚洲,新加坡,1443.93
2007,亚洲,叙利亚,5.55
2007,亚洲,也门共和国,107.23
2007,亚洲,伊拉克,22.45
2007,亚洲,伊朗,122.35
2007,亚洲,以色列,10.87
2007,亚洲,印度,120.14
2007,亚洲,印度尼西亚,679.48
2007,亚洲,约旦,11.95
2007,亚洲,越南,396.99
2008,北美洲,百慕大群岛,1.45
2008,北美洲,加拿大,1268.43
2008,北美洲,美国,2389.9
2008,大洋洲,澳大利亚,3355.29
2008,大洋洲,巴布亚新几内亚,289.93
2008,大洋洲,斐济,30.6
2008,大洋洲,马绍尔群岛共和国,44.16
2008,大洋洲,密克罗尼西亚联邦,7.25
2008,大洋洲,帕劳共和国,8.5
2008,大洋洲,萨摩亚,0.78
2008,大洋洲,汤加,7.11
2008,大洋洲,瓦努阿图,2.73
2008,大洋洲,新西兰,69.65
2008,非洲,阿尔及利亚,508.82
2008,非洲,埃及,131.35
2008,非洲,埃塞俄比亚,126.45
2008,非洲,安哥拉,68.89
2008,非洲,贝宁,53.15
2008,非洲,博茨瓦纳,65.26
2008,非洲,布隆迪,1.65
2008,非洲,赤道几内亚,40.62
2008,非洲,多哥,23.12
2008,非洲,厄立特里亚,6.73
2008,非洲,佛得角,5.13
2008,非洲,冈比亚,1.19
2008,非洲,刚果,75.42
2008,非洲,吉布提,1.6
2008,非洲,几内亚,96.37
2008,非洲,加纳,58.02
2008,非洲,加蓬,88.14
2008,非洲,津巴布韦,60.01
2008,非洲,喀麦隆,20.34
2008,非洲,科摩罗,4.05
2008,非洲,科特迪瓦共和国,21.16
2008,非洲,肯尼亚,78.36
2008,非洲,莱索托,8.22
2008,非洲,利比里亚,37.36
2008,非洲,利比亚,81.58
2008,非洲,卢旺达,20.18
2008,非洲,马达加斯加,146.52
2008,非洲,马拉维,6.59
2008,非洲,马里,30.95
2008,非洲,毛里求斯,230.07
2008,非洲,毛里塔尼亚,24.76
2008,非洲,民主刚果,134.14
2008,非洲,摩洛哥,28.06
2008,非洲,莫桑比克,43
2008,非洲,纳米比亚,19.95
2008,非洲,南非,3048.62
2008,非洲,尼日尔,136.5
2008,非洲,尼日利亚,795.91
2008,非洲,塞拉利昂,43.7
2008,非洲,塞内加尔,10.61
2008,非洲,塞舌尔,6.6
2008,非洲,苏丹,528.25
2008,非洲,坦桑尼亚,190.22
2008,非洲,突尼斯,3.57
2008,非洲,乌干达,11.98
2008,非洲,赞比亚,651.33
2008,非洲,乍得,25.36
2008,非洲,中非,3.98
2008,拉丁美洲,阿根廷,173.36
2008,拉丁美洲,安提瓜和巴布达,1.25
2008,拉丁美洲,巴巴多斯,3.25
2008,拉丁美洲,巴哈马,0.6
2008,拉丁美洲,巴拉圭,4.78
2008,拉丁美洲,巴拿马,67.38
2008,拉丁美洲,巴西,217.05
2008,拉丁美洲,玻利维亚,28.62
2008,拉丁美洲,伯利兹,0.08
2008,拉丁美洲,多米尼加共和国,0.06
2008,拉丁美洲,多米尼克,0.7
2008,拉丁美洲,厄瓜多尔,88.6
2008,拉丁美洲,哥伦比亚,13.71
2008,拉丁美洲,格林纳达,7.65
2008,拉丁美洲,古巴,72.05
2008,拉丁美洲,圭亚那,69.5
2008,拉丁美洲,开曼群岛,20327.45
2008,拉丁美洲,秘鲁,194.34
