年份,地区,国家,对外直接投资:截至累计
2012,欧洲,拉脱维亚,0.54
2012,欧洲,立陶宛,6.97
2012,欧洲,列支敦士登,3.91
2012,欧洲,卢森堡,8977.89
2012,欧洲,罗马尼亚,161.09
2012,欧洲,马耳他,3.37
2012,欧洲,马其顿,0.26
2012,欧洲,摩尔多瓦,2.11
2012,欧洲,挪威,188.13
2012,欧洲,葡萄牙,40.38
2012,欧洲,瑞典,2408.17
2012,欧洲,瑞士,101.32
2012,欧洲,塞尔维亚,6.47
2012,欧洲,斯洛伐克,86.01
2012,欧洲,斯洛文尼亚,5
2012,欧洲,乌克兰,33.14
2012,欧洲,西班牙,437.25
2012,欧洲,希腊,5.98
2012,欧洲,匈牙利,507.41
2012,欧洲,亚美尼亚,1.32
2012,欧洲,意大利,573.93
2012,欧洲,英国,8934.27
2012,亚洲,阿富汗,482.74
2012,亚洲,阿拉伯联合酋长国,1336.78
2012,亚洲,阿曼,33.35
2012,亚洲,澳门特别行政区 (中国),2929.27
2012,亚洲,巴基斯坦,2233.61
2012,亚洲,巴勒斯坦,0.02
2012,亚洲,巴林,6.8
2012,亚洲,朝鲜,422.36
2012,亚洲,东帝汶,7.45
2012,亚洲,菲律宾,593.14
2012,亚洲,哈萨克斯坦,6251.39
2012,亚洲,韩国,3081.9
2012,亚洲,吉尔吉斯,662.19
2012,亚洲,柬埔寨,2317.68
2012,亚洲,卡塔尔,220.66
2012,亚洲,科威特,82.84
2012,亚洲,老挝,1927.84
2012,亚洲,黎巴嫩,3.01
2012,亚洲,马来西亚,1026.13
2012,亚洲,蒙古,2954.03
2012,亚洲,孟加拉国,117.25
2012,亚洲,缅甸,3093.72
2012,亚洲,尼泊尔,33.58
2012,亚洲,日本,1619.91
2012,亚洲,塞浦路斯,94.95
2012,亚洲,沙特阿拉伯,1205.86
2012,亚洲,斯里兰卡,178.58
2012,亚洲,塔吉克,476.12
2012,亚洲,台湾省,135.32
2012,亚洲,泰国,2126.93
2012,亚洲,土耳其,502.51
2012,亚洲,土库曼,287.77
2012,亚洲,文莱,66.35
2012,亚洲,乌兹别克,146.18
2012,亚洲,香港特别行政区 (中国),306372.45
2012,亚洲,新加坡,12383.33
2012,亚洲,叙利亚,14.46
2012,亚洲,也门共和国,221.3
2012,亚洲,伊拉克,754.32
2012,亚洲,伊朗,2070.46
2012,亚洲,以色列,38.46
2012,亚洲,印度,1169.1
2012,亚洲,印度尼西亚,3098.04
2012,亚洲,约旦,22.54
2012,亚洲,越南,1604.38
2013,北美洲,百慕大群岛,513.99
2013,北美洲,加拿大,6196.19
2013,北美洲,美国,21899.56
2013,大洋洲,澳大利亚,17449.68
2013,大洋洲,巴布亚新几内亚,422.3
2013,大洋洲,斐济,208.41
2013,大洋洲,基里巴斯,0.82
2013,大洋洲,库克群岛,0.29
2013,大洋洲,马绍尔群岛共和国,116.87
2013,大洋洲,密克罗尼西亚联邦,8.23
2013,大洋洲,帕劳共和国,9.59
2013,大洋洲,萨摩亚,188.08
2013,大洋洲,汤加,7.11
2013,大洋洲,瓦努阿图,64.01
2013,大洋洲,新西兰,541.73
2013,非洲,阿尔及利亚,1497.21
2013,非洲,埃及,511.13
2013,非洲,埃塞俄比亚,771.84
2013,非洲,安哥拉,1634.74
2013,非洲,贝宁,49.91
2013,非洲,博茨瓦纳,230.9
2013,非洲,布基纳法索,4.34
2013,非洲,布隆迪,9.79
2013,非洲,赤道几内亚,260.85
2013,非洲,多哥,123.09
2013,非洲,厄立特里亚,104.55
2013,非洲,佛得角,15.23
2013,非洲,冈比亚,1.19
2013,非洲,刚果,695.43
2013,非洲,吉布提,30.55
2013,非洲,几内亚,338.58
2013,非洲,几内亚比绍,27
2013,非洲,加纳,834.84
2013,非洲,加蓬,168.48
2013,非洲,津巴布韦,1520.83
2013,非洲,喀麦隆,148.4
2013,非洲,科摩罗,4.54
2013,非洲,科特迪瓦共和国,35
2013,非洲,肯尼亚,635.9
2013,非洲,莱索托,9.13
2013,非洲,利比里亚,196.1
2013,非洲,利比亚,108.82
2013,非洲,卢旺达,73.33
2013,非洲,马达加斯加,286.1
2013,非洲,马拉维,253.82
2013,非洲,马里,316.67
2013,非洲,毛里求斯,849.59
2013,非洲,毛里塔尼亚,108.28
2013,非洲,民主刚果,1091.76
2013,非洲,摩洛哥,102.96
2013,非洲,莫桑比克,508.09
2013,非洲,纳米比亚,349.45
2013,非洲,南非,4400.4
2013,非洲,南苏丹,26.47
2013,非洲,尼日尔,241.87
2013,非洲,尼日利亚,2146.07
2013,非洲,塞拉利昂,108.36
2013,非洲,塞内加尔,83.25
2013,非洲,塞舌尔,103.47
2013,非洲,圣多美和普林西比,0.38
2013,非洲,苏丹,1507.04
2013,非洲,坦桑尼亚,716.46
2013,非洲,突尼斯,13.86
2013,非洲,乌干达,383.76
2013,非洲,赞比亚,2164.32
2013,非洲,乍得,321.26
2013,非洲,中非,60.38
2013,拉丁美洲,阿根廷,1658.2
2013,拉丁美洲,安提瓜和巴布达,6.3
2013,拉丁美洲,巴巴多斯,4.97
2013,拉丁美洲,巴哈马,0.6
2013,拉丁美洲,巴拉圭,46.24
2013,拉丁美洲,巴拿马,478.64
2013,拉丁美洲,巴西,1733.58
2013,拉丁美洲,玻利维亚,118.92
2013,拉丁美洲,伯利兹,0.35
2013,拉丁美洲,多米尼加共和国,1
2013,拉丁美洲,多米尼克,8.45
2013,拉丁美洲,厄瓜多尔,1008.79
2013,拉丁美洲,哥伦比亚,368.69
2013,拉丁美洲,哥斯达黎加,3.26
2013,拉丁美洲,格林纳达,14.54
2013,拉丁美洲,古巴,111.34
2013,拉丁美洲,圭亚那,225.18
2013,拉丁美洲,开曼群岛,42324.06
2013,拉丁美洲,秘鲁,867.78
2013,拉丁美洲,墨西哥,409.87
2013,拉丁美洲,尼加拉瓜,2.17
2013,拉丁美洲,圣文森特和格林纳丁斯,36.2
2013,拉丁美洲,苏里南,111.93
2013,拉丁美洲,特立尼达和多巴哥,3.86
2013,拉丁美洲,委内瑞拉,2363.38
2013,拉丁美洲,乌拉圭,25.93
2013,拉丁美洲,牙买加,79.68
2013,拉丁美洲,英属维尔京群岛,33902.98
2013,拉丁美洲,智利,179.04
2013,欧洲,阿尔巴尼亚,7.03
2013,欧洲,阿塞拜疆,38.34
2013,欧洲,爱尔兰,323.25
2013,欧洲,爱沙尼亚,3.5
2013,欧洲,奥地利,76.66
2013,欧洲,白俄罗斯,115.9
2013,欧洲,保加利亚,149.85
2013,欧洲,比利时,315.01
2013,欧洲,波兰,257.04
2013,欧洲,波斯尼亚—黑塞哥维那,6.13
2013,欧洲,丹麦,84.37
2013,欧洲,德国,3979.38
2013,欧洲,俄罗斯,7581.61
2013,欧洲,法国,4447.94
2013,欧洲,芬兰,42.55
2013,欧洲,格鲁吉亚,330.75
2013,欧洲,荷兰,3193.09
2013,欧洲,黑山,0.32
2013,欧洲,捷克,204.68
2013,欧洲,克罗地亚,8.31
2013,欧洲,拉脱维亚,0.54
2013,欧洲,立陶宛,12.48
2013,欧洲,列支敦士登,3.91
2013,欧洲,卢森堡,10423.76
2013,欧洲,罗马尼亚,145.13
2013,欧洲,马耳他,3.49
2013,欧洲,马其顿,2.09
2013,欧洲,摩尔多瓦,3.87
2013,欧洲,挪威,4771.71
2013,欧洲,葡萄牙,55.32
2013,欧洲,瑞典,2737.71
2013,欧洲,瑞士,296.54
2013,欧洲,塞尔维亚,18.54
2013,欧洲,斯洛伐克,82.77
2013,欧洲,斯洛文尼亚,5
2013,欧洲,乌克兰,51.98
2013,欧洲,西班牙,315.71
2013,欧洲,希腊,119.79
2013,欧洲,匈牙利,532.35
2013,欧洲,亚美尼亚,7.51
2013,欧洲,意大利,607.75
2013,欧洲,英国,11797.9
2013,亚洲,阿富汗,487.42
2013,亚洲,阿拉伯联合酋长国,1514.57
2013,亚洲,阿曼,174.73
2013,亚洲,澳门特别行政区 (中国),3409.14
2013,亚洲,巴基斯坦,2343.09
2013,亚洲,巴勒斯坦,0.04
2013,亚洲,巴林,1.46
2013,亚洲,朝鲜,585.51
2013,亚洲,东帝汶,9.05
2013,亚洲,菲律宾,692.38
2013,亚洲,哈萨克斯坦,6956.69
2013,亚洲,韩国,1963.08
2013,亚洲,吉尔吉斯,885.82
2013,亚洲,柬埔寨,2848.57
2013,亚洲,卡塔尔,254.02
2013,亚洲,科威特,89.39
2013,亚洲,老挝,2770.92
2013,亚洲,黎巴嫩,3.69
2013,亚洲,马尔代夫,1.65
2013,亚洲,马来西亚,1668.18
2013,亚洲,蒙古,3353.96
2013,亚洲,孟加拉国,158.68
2013,亚洲,缅甸,3569.68
2013,亚洲,尼泊尔,75.31
2013,亚洲,日本,1898.24
2013,亚洲,塞浦路斯,171.26
2013,亚洲,沙特阿拉伯,1747.06
2013,亚洲,斯里兰卡,292.65
2013,亚洲,塔吉克,599.41
2013,亚洲,台湾省,349.27
2013,亚洲,泰国,2472.43
2013,亚洲,土耳其,642.31
2013,亚洲,土库曼,253.23
2013,亚洲,文莱,72.12
2013,亚洲,乌兹别克,197.82
2013,亚洲,香港特别行政区 (中国),377093.14
2013,亚洲,新加坡,14750.7
2013,亚洲,叙利亚,6.41
2013,亚洲,也门共和国,549.11
2013,亚洲,伊拉克,317.06
2013,亚洲,伊朗,2851.2
2013,亚洲,以色列,34.05
2013,亚洲,印度,2446.98
2013,亚洲,印度尼西亚,4656.65
2013,亚洲,约旦,23.43
2013,亚洲,越南,2166.72
2014,北美洲,百慕大群岛,2151.44
2014,北美洲,加拿大,7789.08
2014,北美洲,美国,38010.97
2014,大洋洲,澳大利亚,23882.26
2014,大洋洲,巴布亚新几内亚,460.02
2014,大洋洲,斐济,119.98
2014,大洋洲,基里巴斯,0.82
2014,大洋洲,库克群岛,0.07
2014,大洋洲,马绍尔群岛共和国,116.87
2014,大洋洲,密克罗尼西亚联邦,11.62
2014,大洋洲,帕劳共和国,10.1
2014,大洋洲,萨摩亚,223.08
2014,大洋洲,汤加,7.21
2014,大洋洲,瓦努阿图,69.81
2014,大洋洲,新西兰,962.41
2014,非洲,阿尔及利亚,2451.57
2014,非洲,埃及,657.11
2014,非洲,埃塞俄比亚,914.62
2014,非洲,安哥拉,1214.04
2014,非洲,贝宁,69.17
2014,非洲,博茨瓦纳,262.13
2014,非洲,布基纳法索,8.78
2014,非洲,布隆迪,13.24
2014,非洲,赤道几内亚,208.2
2014,非洲,多哥,135.81
2014,非洲,厄立特里亚,106.71
2014,非洲,佛得角,15.18
2014,非洲,冈比亚,1.24
2014,非洲,刚果,988.76
2014,非洲,吉布提,40.08
2014,非洲,几内亚,419.07
2014,非洲,几内亚比绍,66.82
2014,非洲,加纳,1056.69
2014,非洲,加蓬,180.41
2014,非洲,津巴布韦,1695.58
2014,非洲,喀麦隆,177.84
2014,非洲,科摩罗,4.54
2014,非洲,科特迪瓦共和国,64.29
2014,非洲,肯尼亚,853.71
2014,非洲,莱索托,11.07
2014,非洲,利比里亚,229.65
2014,非洲,利比亚,108.94
2014,非洲,卢旺达,110.72
2014,非洲,马达加斯加,352.61
2014,非洲,马拉维,257.62
2014,非洲,马里,342.86
2014,非洲,毛里求斯,579.71
2014,非洲,毛里塔尼亚,100.95
2014,非洲,民主刚果,2168.67
2014,非洲,摩洛哥,114.44
2014,非洲,莫桑比克,653.86
2014,非洲,纳米比亚,981.84
2014,非洲,南非,5954.02
2014,非洲,南苏丹,19.26
2014,非洲,尼日尔,198.08
2014,非洲,尼日利亚,2323.01
2014,非洲,塞拉利昂,147.74
2014,非洲,塞内加尔,130.01
2014,非洲,塞舌尔,114.4
2014,非洲,圣多美和普林西比,0.38
2014,非洲,苏丹,1747.12
2014,非洲,坦桑尼亚,885.18
2014,非洲,突尼斯,14.56
2014,非洲,乌干达,464.1
2014,非洲,赞比亚,2271.99
2014,非洲,乍得,404.61
2014,非洲,中非,57.08
2014,拉丁美洲,阿根廷,1791.52
2014,拉丁美洲,安提瓜和巴布达,6.3
2014,拉丁美洲,巴巴多斯,3.3
2014,拉丁美洲,巴哈马,0.6
2014,拉丁美洲,巴拉圭,47.91
2014,拉丁美洲,巴拿马,204.93
2014,拉丁美洲,巴西,2832.89
2014,拉丁美洲,玻利维亚,132.17
2014,拉丁美洲,伯利兹,0.7
2014,拉丁美洲,多米尼加共和国,1.01
2014,拉丁美洲,多米尼克,3.15
2014,拉丁美洲,厄瓜多尔,944.6
2014,拉丁美洲,哥伦比亚,547.3
2014,拉丁美洲,哥斯达黎加,3.98
2014,拉丁美洲,格林纳达,23.67
2014,拉丁美洲,古巴,62.55
2014,拉丁美洲,圭亚那,247.57
2014,拉丁美洲,开曼群岛,44236.72
2014,拉丁美洲,秘鲁,907.98
2014,拉丁美洲,墨西哥,541.21
2014,拉丁美洲,尼加拉瓜,3.18
2014,拉丁美洲,萨尔瓦多,0.01
2014,拉丁美洲,圣文森特和格林纳丁斯,39
2014,拉丁美洲,苏里南,93.93
2014,拉丁美洲,特立尼达和多巴哥,1025.31
2014,拉丁美洲,委内瑞拉,2493.23
2014,拉丁美洲,乌拉圭,210.81
2014,拉丁美洲,牙买加,188.37
2014,拉丁美洲,英属维尔京群岛,49320.41
2014,拉丁美洲,智利,195.83
2014,欧洲,阿尔巴尼亚,7.03
2014,欧洲,阿塞拜疆,55.21
2014,欧洲,爱尔兰,249.72
2014,欧洲,爱沙尼亚,3.5
2014,欧洲,奥地利,201.7
2014,欧洲,白俄罗斯,257.52
2014,欧洲,保加利亚,170.27
2014,欧洲,比利时,493.47
2014,欧洲,波兰,329.35
2014,欧洲,波斯尼亚—黑塞哥维那,6.13
2014,欧洲,丹麦,208.15
2014,欧洲,德国,5785.5
2014,欧洲,俄罗斯,8694.63
2014,欧洲,法国,8444.88
2014,欧洲,芬兰,58.99
2014,欧洲,格鲁吉亚,545.64
2014,欧洲,荷兰,4194.08
2014,欧洲,黑山,0.32
2014,欧洲,捷克,242.69
2014,欧洲,克罗地亚,11.87
2014,欧洲,拉脱维亚,0.54
2014,欧洲,立陶宛,12.48
2014,欧洲,列支敦士登,12.4
2014,欧洲,卢森堡,15666.77
2014,欧洲,罗马尼亚,191.37
2014,欧洲,马耳他,5.42
2014,欧洲,马其顿,2.11
2014,欧洲,摩尔多瓦,3.87
2014,欧洲,挪威,5223.5
2014,欧洲,葡萄牙,60.69
2014,欧洲,瑞典,3012.92
2014,欧洲,瑞士,387.66
2014,欧洲,塞尔维亚,29.71
2014,欧洲,斯洛伐克,127.79
2014,欧洲,斯洛文尼亚,5
2014,欧洲,乌克兰,63.41
2014,欧洲,西班牙,424.53
2014,欧洲,希腊,120.85
2014,欧洲,匈牙利,556.35
2014,欧洲,亚美尼亚,7.51
2014,欧洲,意大利,719.69
2014,欧洲,英国,12804.65
2014,亚洲,阿富汗,518.49
2014,亚洲,阿拉伯联合酋长国,2333.45
2014,亚洲,阿曼,189.72
2014,亚洲,澳门特别行政区 (中国),3930.74
2014,亚洲,巴基斯坦,3736.82
2014,亚洲,巴勒斯坦,0.04
2014,亚洲,巴林,3.76
2014,亚洲,朝鲜,611.57
2014,亚洲,东帝汶,15.78
2014,亚洲,菲律宾,759.94
2014,亚洲,哈萨克斯坦,7541.07
2014,亚洲,韩国,2771.57
2014,亚洲,吉尔吉斯,984.19
2014,亚洲,柬埔寨,3222.28
2014,亚洲,卡塔尔,353.87
2014,亚洲,科威特,345.91
2014,亚洲,老挝,4490.99
2014,亚洲,黎巴嫩,3.78
2014,亚洲,马尔代夫,2.37
2014,亚洲,马来西亚,1785.63
2014,亚洲,蒙古,3762.46
2014,亚洲,孟加拉国,160.24
2014,亚洲,缅甸,3925.57
2014,亚洲,尼泊尔,138.34
2014,亚洲,日本,2547.04
2014,亚洲,塞浦路斯,107.17
2014,亚洲,沙特阿拉伯,1987.43
2014,亚洲,斯里兰卡,363.91
2014,亚洲,塔吉克,728.96
2014,亚洲,台湾省,598.62
2014,亚洲,泰国,3079.47
2014,亚洲,土耳其,881.81
2014,亚洲,土库曼,447.6
2014,亚洲,文莱,69.55
2014,亚洲,乌兹别克,392.09
2014,亚洲,香港特别行政区 (中国),509919.83
2014,亚洲,新加坡,20639.95
2014,亚洲,叙利亚,14.55
2014,亚洲,也门共和国,555.07
2014,亚洲,伊拉克,375.84
2014,亚洲,伊朗,3484.15
2014,亚洲,以色列,86.65
2014,亚洲,印度,3407.21
2014,亚洲,印度尼西亚,6793.5
2014,亚洲,约旦,30.98
2014,亚洲,越南,2865.65
2015,北美洲,百慕大群岛,2861.06
2015,北美洲,加拿大,8516.25
2015,北美洲,美国,40801.95
2015,大洋洲,澳大利亚,28373.85
2015,大洋洲,巴布亚新几内亚,1911.83
2015,大洋洲,斐济,97.92
2015,大洋洲,基里巴斯,2.93
2015,大洋洲,库克群岛,0.07
2015,大洋洲,马绍尔群岛共和国,60.05
2015,大洋洲,密克罗尼西亚联邦,15.17
2015,大洋洲,帕劳共和国,11.6
2015,大洋洲,萨摩亚,306.91
2015,大洋洲,汤加,8.19
2015,大洋洲,瓦努阿图,94.47
2015,大洋洲,新西兰,1208.72
2015,非洲,阿尔及利亚,2531.55
2015,非洲,埃及,663.15
2015,非洲,埃塞俄比亚,1130.13
2015,非洲,安哥拉,1268.29
2015,非洲,贝宁,87.31
2015,非洲,博茨瓦纳,321.08
2015,非洲,布隆迪,12.37
2015,非洲,赤道几内亚,231.63
2015,非洲,多哥,128.82
2015,非洲,厄立特里亚,119.41
2015,非洲,佛得角,15.18
2015,非洲,冈比亚,1.24
2015,非洲,刚果,1088.67
2015,非洲,吉布提,60.46
2015,非洲,几内亚,382.72
2015,非洲,几内亚比绍,69.06
2015,非洲,加纳,1274.49
2015,非洲,加蓬,244.42
2015,非洲,津巴布韦,1798.92
2015,非洲,喀麦隆,207.34
2015,非洲,科摩罗,4.53
2015,非洲,科特迪瓦共和国,126.78
2015,非洲,肯尼亚,1099.04
2015,非洲,莱索托,11.15
2015,非洲,利比里亚,288.99
2015,非洲,利比亚,105.77
2015,非洲,卢旺达,123.57
2015,非洲,马达加斯加,347.7
2015,非洲,马拉维,258.15
2015,非洲,马里,307.33
2015,非洲,毛里求斯,1096.58
2015,非洲,毛里塔尼亚,105.83
2015,非洲,民主刚果,3239.35
2015,非洲,摩洛哥,156.29
2015,非洲,莫桑比克,724.52
2015,非洲,纳米比亚,380.44
2015,非洲,南非,4722.97
2015,非洲,南苏丹,35.98
2015,非洲,尼日尔,565.44
2015,非洲,尼日利亚,2376.76
2015,非洲,塞拉利昂,196.3
2015,非洲,塞内加尔,126.02
2015,非洲,塞舌尔,160.11
2015,非洲,圣多美和普林西比,0.38
2015,非洲,苏丹,1809.36
2015,非洲,坦桑尼亚,1138.87
2015,非洲,突尼斯,20.84
2015,非洲,乌干达,722.15
2015,非洲,赞比亚,2338.02
2015,非洲,乍得,422.72
2015,非洲,中非,46.22
2015,拉丁美洲,阿根廷,1948.92
2015,拉丁美洲,安提瓜和巴布达,6.3
2015,拉丁美洲,巴巴多斯,2.89
2015,拉丁美洲,巴哈马,0.6
2015,拉丁美洲,巴拉圭,47.91
2015,拉丁美洲,巴拿马,228.15
2015,拉丁美洲,巴西,2257.12
2015,拉丁美洲,玻利维亚,317.46
2015,拉丁美洲,伯利兹,0.7
2015,拉丁美洲,多米尼加共和国,1.01
2015,拉丁美洲,多米尼克,3.15
2015,拉丁美洲,厄瓜多尔,1056.35
2015,拉丁美洲,哥伦比亚,554.43
2015,拉丁美洲,哥斯达黎加,7.82
2015,拉丁美洲,格林纳达,23.67
2015,拉丁美洲,古巴,120.62
2015,拉丁美洲,圭亚那,256.01
2015,拉丁美洲,开曼群岛,62404.08
2015,拉丁美洲,秘鲁,705.49
2015,拉丁美洲,墨西哥,524.76
2015,拉丁美洲,尼加拉瓜,3.67
2015,拉丁美洲,萨尔瓦多,0.01
2015,拉丁美洲,圣卢西亚,0.15
2015,拉丁美洲,圣文森特和格林纳丁斯,42.04
2015,拉丁美洲,苏里南,113.52
2015,拉丁美洲,特立尼达和多巴哥,604.63
2015,拉丁美洲,委内瑞拉,2800.29
2015,拉丁美洲,乌拉圭,182.73
2015,拉丁美洲,牙买加,225.68
2015,拉丁美洲,英属安圭拉,1
2015,拉丁美洲,英属维尔京群岛,51672.14
2015,拉丁美洲,智利,204.64
2015,欧洲,阿尔巴尼亚,6.95
2015,欧洲,阿塞拜疆,63.7
2015,欧洲,爱尔兰,248.32
2015,欧洲,爱沙尼亚,3.5
2015,欧洲,奥地利,327.99
2015,欧洲,白俄罗斯,475.89
2015,欧洲,保加利亚,235.97
2015,欧洲,比利时,519.53
2015,欧洲,冰岛,1.1
2015,欧洲,波兰,352.11
2015,欧洲,波斯尼亚—黑塞哥维那,7.75
2015,欧洲,丹麦,82.17
2015,欧洲,德国,5881.76
2015,欧洲,俄罗斯,14019.63
2015,欧洲,法国,5723.55
2015,欧洲,芬兰,95.07
2015,欧洲,格鲁吉亚,533.75
2015,欧洲,荷兰,20067.13
2015,欧洲,黑山,0.32
2015,欧洲,捷克,224.31
2015,欧洲,克罗地亚,11.82
2015,欧洲,拉脱维亚,0.94
2015,欧洲,立陶宛,12.48
2015,欧洲,列支敦士登,13.04
2015,欧洲,卢森堡,7739.88
2015,欧洲,罗马尼亚,364.8
2015,欧洲,马耳他,10.45
2015,欧洲,马其顿,2.11
2015,欧洲,摩尔多瓦,2.11
2015,欧洲,挪威,3471.29
2015,欧洲,葡萄牙,71.42
2015,欧洲,瑞典,3381.96
2015,欧洲,瑞士,604.15
2015,欧洲,塞尔维亚,49.79
2015,欧洲,斯洛伐克,127.79
2015,欧洲,斯洛文尼亚,5
2015,欧洲,乌克兰,68.9
2015,欧洲,西班牙,608.01
2015,欧洲,希腊,119.48
2015,欧洲,匈牙利,571.11
2015,欧洲,亚美尼亚,7.51
2015,欧洲,意大利,931.97
2015,欧洲,英国,16632.46
2015,亚洲,阿富汗,419.93
2015,亚洲,阿拉伯联合酋长国,4602.84
2015,亚洲,阿曼,200.77
2015,亚洲,澳门特别行政区 (中国),5739.12
2015,亚洲,巴基斯坦,4035.93
2015,亚洲,巴勒斯坦,0.04
2015,亚洲,巴林,3.87
2015,亚洲,朝鲜,625
2015,亚洲,东帝汶,100.28
2015,亚洲,菲律宾,711.05
2015,亚洲,哈萨克斯坦,5095.46
2015,亚洲,韩国,3698.04
2015,亚洲,吉尔吉斯,1070.59
2015,亚洲,柬埔寨,3675.86
2015,亚洲,卡塔尔,449.93
2015,亚洲,科威特,543.62
2015,亚洲,老挝,4841.71
2015,亚洲,黎巴嫩,3.78
2015,亚洲,马尔代夫,2.37
2015,亚洲,马来西亚,2231.37
2015,亚洲,蒙古,3760.06
2015,亚洲,孟加拉国,188.43
2015,亚洲,缅甸,4258.73
2015,亚洲,尼泊尔,291.93
2015,亚洲,日本,3038.2
2015,亚洲,塞浦路斯,109.15
2015,亚洲,沙特阿拉伯,2434.39
2015,亚洲,斯里兰卡,772.51
2015,亚洲,塔吉克,909.09
2015,亚洲,台湾省,969.05
2015,亚洲,泰国,3440.12
2015,亚洲,土耳其,1328.84
2015,亚洲,土库曼,133.04
2015,亚洲,文莱,73.52
2015,亚洲,乌兹别克,882.04
2015,亚洲,香港特别行政区 (中国),656855.24
2015,亚洲,新加坡,31984.91
2015,亚洲,叙利亚,11
2015,亚洲,也门共和国,453.3
2015,亚洲,伊拉克,388.12
2015,亚洲,伊朗,2949.19
2015,亚洲,以色列,317.18
2015,亚洲,印度,3770.47
2015,亚洲,印度尼西亚,8125.14
2015,亚洲,约旦,32.55
2015,亚洲,越南,3373.56
2016,北美洲,百慕大群岛,2166.49
2016,北美洲,加拿大,12725.99
2016,北美洲,美国,60579.98
2016,大洋洲,澳大利亚,33350.56
2016,大洋洲,巴布亚新几内亚,1869.88
2016,大洋洲,斐济,148.5
2016,大洋洲,基里巴斯,2.93
2016,大洋洲,库克群岛,0.07
2016,大洋洲,马绍尔群岛共和国,65.41
2016,大洋洲,密克罗尼西亚联邦,34.66
2016,大洋洲,帕劳共和国,12.1
2016,大洋洲,萨摩亚,546.85
2016,大洋洲,汤加,8.44
2016,大洋洲,瓦努阿图,98.69
2016,大洋洲,新西兰,2102.47
2016,非洲,阿尔及利亚,2552.48
2016,非洲,埃及,888.91
2016,非洲,埃塞俄比亚,2000.65
2016,非洲,安哥拉,1633.21
2016,非洲,贝宁,102.51
2016,非洲,博茨瓦纳,437.5
2016,非洲,布基纳法索,0.2
2016,非洲,布隆迪,12.42
2016,非洲,赤道几内亚,236.59
2016,非洲,多哥,118.57
2016,非洲,厄立特里亚,378.45
2016,非洲,佛得角,15.23
2016,非洲,冈比亚,3.84
2016,非洲,刚果,782.91
2016,非洲,吉布提,125.4
2016,非洲,几内亚,417.74
2016,非洲,几内亚比绍,70.16
2016,非洲,加纳,1958.27
2016,非洲,加蓬,256.83
2016,非洲,津巴布韦,1839
2016,非洲,喀麦隆,366.74
2016,非洲,科摩罗,4.53
2016,非洲,科特迪瓦共和国,179.66
2016,非洲,肯尼亚,1102.7
2016,非洲,莱索托,6.63
2016,非洲,利比里亚,297.3
2016,非洲,利比亚,211.12
2016,非洲,卢旺达,89.36
2016,非洲,马达加斯加,297.63
2016,非洲,马拉维,259.05
2016,非洲,马里,320.01
2016,非洲,毛里求斯,1176.2
2016,非洲,毛里塔尼亚,193.36
2016,非洲,民主刚果,3514.98
