年份,国家,min(ci.sc),max(ci.sc),median(ci.sc),min(ci.did),max(ci.did),median(ci.did)
2018,以色列,-0.23999999999999977,0.3200000000000003,0.040000000000000036,0.020000000000000018,0.06000000000000005,0.040000000000000036
2019,以色列,-0.2599999999999998,0.2400000000000002,-0.010000000000000009,0.040000000000000036,0.08000000000000007,0.06000000000000005
2013,约旦,-0.10000000000000009,0.06000000000000005,-0.020000000000000018,0,0.08000000000000007,0.040000000000000036
2014,约旦,-0.18000000000000016,0.08000000000000007,-0.050000000000000044,0,0.08000000000000007,0.040000000000000036
2015,约旦,-0.21999999999999975,0.14000000000000012,-0.040000000000000036,0,0.08000000000000007,0.040000000000000036
2016,约旦,-0.2599999999999998,0.20000000000000018,-0.030000000000000027,0,0.08000000000000007,0.040000000000000036
2017,约旦,-0.2999999999999998,0.26000000000000023,-0.020000000000000018,0,0.08000000000000007,0.040000000000000036
2018,约旦,-0.2999999999999998,0.28000000000000025,-0.010000000000000009,0,0.08000000000000007,0.040000000000000036
2019,约旦,-0.3599999999999999,0.3200000000000003,-0.020000000000000018,0,0.08000000000000007,0.040000000000000036
2013,伊拉克,-0.10000000000000009,0.040000000000000036,-0.030000000000000027,-0.020000000000000018,0.10000000000000009,0.040000000000000036
2014,伊拉克,-0.16000000000000014,0.06000000000000005,-0.050000000000000044,-0.020000000000000018,0.10000000000000009,0.040000000000000036
2015,伊拉克,-0.19999999999999973,0.10000000000000009,-0.050000000000000044,-0.020000000000000018,0.10000000000000009,0.040000000000000036
2016,伊拉克,-0.2599999999999998,0.1200000000000001,-0.07000000000000006,-0.020000000000000018,0.10000000000000009,0.040000000000000036
2017,伊拉克,-0.2999999999999998,0.16000000000000014,-0.07000000000000006,-0.020000000000000018,0.10000000000000009,0.040000000000000036
2018,伊拉克,-0.31999999999999984,0.18000000000000016,-0.07000000000000006,-0.020000000000000018,0.10000000000000009,0.040000000000000036
2019,伊拉克,-0.3599999999999999,0.20000000000000018,-0.08000000000000007,-0.020000000000000018,0.10000000000000009,0.040000000000000036
2013,阿富汗,-0.08000000000000007,0.020000000000000018,-0.030000000000000027,-0.020000000000000018,-0.020000000000000018,-0.020000000000000018
2014,阿富汗,-0.1200000000000001,0.10000000000000009,-0.010000000000000009,-0.020000000000000018,-0.020000000000000018,-0.020000000000000018
2015,阿富汗,-0.1200000000000001,0.10000000000000009,-0.010000000000000009,-0.040000000000000036,-0.020000000000000018,-0.030000000000000027
2016,阿富汗,-0.18000000000000016,0.1200000000000001,-0.030000000000000027,-0.040000000000000036,-0.040000000000000036,-0.040000000000000036
2017,阿富汗,-0.19999999999999973,0.1200000000000001,-0.050000000000000044,-0.040000000000000036,-0.040000000000000036,-0.040000000000000036
2018,阿富汗,-0.21999999999999975,0.1200000000000001,-0.050000000000000044,-0.040000000000000036,-0.040000000000000036,-0.040000000000000036
2019,阿富汗,-0.23999999999999977,0.1200000000000001,-0.07000000000000006,-0.040000000000000036,-0.040000000000000036,-0.040000000000000036
2013,阿塞拜疆,-0.14000000000000012,0.08000000000000007,-0.030000000000000027,-0.31999999999999984,-0.040000000000000036,-0.18000000000000016
2014,阿塞拜疆,-0.19999999999999973,0.1200000000000001,-0.040000000000000036,-0.3599999999999999,-0.06000000000000005,-0.20999999999999974
2015,阿塞拜疆,-0.2599999999999998,0.14000000000000012,-0.06000000000000005,-0.3799999999999999,-0.10000000000000009,-0.23999999999999977
2016,阿塞拜疆,-0.31999999999999984,0.14000000000000012,-0.09000000000000008,-0.41999999999999993,-0.14000000000000012,-0.2799999999999998
2017,阿塞拜疆,-0.3799999999999999,0.08000000000000007,-0.15000000000000013,-0.45999999999999996,-0.18000000000000016,-0.31999999999999984
2018,阿塞拜疆,-0.41999999999999993,0.08000000000000007,-0.17000000000000015,-0.5,-0.21999999999999975,-0.3599999999999999
2019,阿塞拜疆,-0.45999999999999996,0.08000000000000007,-0.18999999999999995,-0.52,-0.23999999999999977,-0.3799999999999999
2013,格鲁吉亚,-0.040000000000000036,0.10000000000000009,0.030000000000000027,-0.6000000000000001,0.040000000000000036,-0.2799999999999998
2014,格鲁吉亚,-0.040000000000000036,0.16000000000000014,0.06000000000000005,-0.6200000000000001,0.040000000000000036,-0.2899999999999998
2015,格鲁吉亚,-0.040000000000000036,0.2200000000000002,0.09000000000000008,-0.6200000000000001,0.020000000000000018,-0.2999999999999998
2016,格鲁吉亚,-0.020000000000000018,0.28000000000000025,0.13000000000000012,-0.6200000000000001,0.020000000000000018,-0.2999999999999998
2017,格鲁吉亚,0.020000000000000018,0.33999999999999986,0.18000000000000016,-0.6000000000000001,0.040000000000000036,-0.2799999999999998
2018,格鲁吉亚,-0.16000000000000014,0.3999999999999999,0.14000000000000012,-0.6000000000000001,0.040000000000000036,-0.2799999999999998
2019,格鲁吉亚,-0.19999999999999973,0.43999999999999995,0.1200000000000001,-0.6000000000000001,0.040000000000000036,-0.2799999999999998
2013,亚美尼亚,-0.16000000000000014,0.06000000000000005,-0.050000000000000044,-0.16000000000000014,-0.020000000000000018,-0.09000000000000008
2014,亚美尼亚,-0.23999999999999977,0.10000000000000009,-0.07000000000000006,-0.18000000000000016,-0.040000000000000036,-0.1100000000000001
2015,亚美尼亚,-0.2799999999999998,0.14000000000000012,-0.07000000000000006,-0.19999999999999973,-0.06000000000000005,-0.13000000000000012
2016,亚美尼亚,-0.31999999999999984,0.2200000000000002,-0.050000000000000044,-0.21999999999999975,-0.08000000000000007,-0.15000000000000013
2017,亚美尼亚,-0.3599999999999999,0.26000000000000023,-0.050000000000000044,-0.2599999999999998,-0.10000000000000009,-0.18000000000000016
2018,亚美尼亚,-0.3799999999999999,0.28000000000000025,-0.050000000000000044,-0.2799999999999998,-0.1200000000000001,-0.19999999999999973
2019,亚美尼亚,-0.3599999999999999,0.30000000000000027,-0.030000000000000027,-0.2999999999999998,-0.14000000000000012,-0.21999999999999975
2013,哈萨克斯坦,-0.2799999999999998,-0.040000000000000036,-0.16000000000000014,-0.6600000000000001,-0.10000000000000009,-0.3799999999999999
2014,哈萨克斯坦,-0.3799999999999999,-0.06000000000000005,-0.21999999999999975,-0.7399999999999998,-0.18000000000000016,-0.45999999999999996
2015,哈萨克斯坦,-0.5,-0.06000000000000005,-0.2799999999999998,-0.7999999999999998,-0.23999999999999977,-0.52
2016,哈萨克斯坦,-0.5800000000000001,-0.040000000000000036,-0.30999999999999983,-0.8599999999999999,-0.2999999999999998,-0.5800000000000001
2017,哈萨克斯坦,-0.6000000000000001,-0.020000000000000018,-0.30999999999999983,-0.8799999999999999,-0.2999999999999998,-0.5900000000000001
2018,哈萨克斯坦,-0.6000000000000001,0.040000000000000036,-0.2799999999999998,-0.8599999999999999,-0.2999999999999998,-0.5800000000000001
2019,哈萨克斯坦,-0.52,0.1200000000000001,-0.19999999999999973,-0.8199999999999998,-0.2599999999999998,-0.54
2013,埃及,-0.1200000000000001,0.06000000000000005,-0.030000000000000027,-0.06000000000000005,-0.020000000000000018,-0.040000000000000036
2014,埃及,-0.18000000000000016,0.10000000000000009,-0.040000000000000036,-0.06000000000000005,-0.020000000000000018,-0.040000000000000036
2015,埃及,-0.23999999999999977,0.14000000000000012,-0.050000000000000044,-0.06000000000000005,-0.020000000000000018,-0.040000000000000036
2016,埃及,-0.2799999999999998,0.2200000000000002,-0.030000000000000027,-0.08000000000000007,-0.040000000000000036,-0.06000000000000005
2017,埃及,-0.2999999999999998,0.26000000000000023,-0.020000000000000018,-0.08000000000000007,-0.040000000000000036,-0.06000000000000005
2018,埃及,-0.2999999999999998,0.30000000000000027,0,-0.08000000000000007,-0.040000000000000036,-0.06000000000000005
2019,埃及,-0.2999999999999998,0.33999999999999986,0.020000000000000018,-0.08000000000000007,-0.040000000000000036,-0.06000000000000005
2013,波兰,-0.08000000000000007,0.08000000000000007,0,-0.14000000000000012,-0.020000000000000018,-0.08000000000000007
2014,波兰,-0.16000000000000014,0.1200000000000001,-0.020000000000000018,-0.14000000000000012,-0.020000000000000018,-0.08000000000000007
2015,波兰,-0.21999999999999975,0.16000000000000014,-0.030000000000000027,-0.16000000000000014,-0.040000000000000036,-0.10000000000000009
